customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7411-SJXET,Male,0,No,No,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,77.72,385.95,No
9133-LUCNU,Male,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.47,130.37,No
4683-QQNOG,Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,87.59,4205.03,No
9459-OLKQH,Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.95,6170.78,Yes
6355-IKCGU,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.35,1459.5,Yes
2058-UPJWG,Female,0,Yes,No,40,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,74.26,2976.52,No
9152-XTOUU,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,81.23,485.08,Yes
9395-RWWII,Male,1,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,72.29,308.9,Yes
8011-EGZGK,Female,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),85.82,4453.8,No
1355-QQUWE,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,90.28,275.78,Yes
8710-MCWQK,Male,0,No,No,15,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.7,935.18,Yes
7363-RQITG,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.19,5590.56,No
9573-PGMMO,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.87,477.74,No
3079-QQSJB,Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,93.05,1774.41,Yes
1834-GYKQO,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,57.77,296.86,Yes
5991-SKOOF,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,92.44,1384.99,Yes
4534-IESXE,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),76.92,2015.66,No
8934-VMRTQ,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.9,4803.53,Yes
5014-NPDQT,Female,1,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,96.5,292.38,Yes
2813-HIXAM,Female,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),90.25,909.41,Yes
9496-HFPAJ,Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.87,76.57,No
7485-ZNXEQ,Female,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.75,1540.41,No
6337-RDTWB,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),97.62,3403.71,Yes
9422-GGMSV,Male,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,95.56,1820.0,Yes
6605-TQYRY,Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),88.55,6286.23,No
6238-MZSPJ,Female,0,Yes,Yes,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.51,596.28,Yes
9509-NIUKC,Female,0,No,Yes,2,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),63.04,113.86,Yes
3315-CGNGG,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,70.85,212.24,No
2003-AEKAW,Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.07,32.07,Yes
5716-XWQCJ,Female,1,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.86,387.93,Yes
5498-GTCVL,Male,0,Yes,No,42,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),55.13,2311.56,No
7069-JULOF,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,84.98,240.24,Yes
9734-ZEYTB,Male,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),60.38,770.52,Yes
6947-SDTEG,Female,0,No,No,34,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,59.13,2007.26,Yes
4427-KWYCE,Male,0,No,No,5,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,75.52,359.29,No
5206-YUZRP,Male,1,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.02,6187.19,Yes
3927-JAWKQ,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.08,1060.65,No
6527-OYGYZ,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),72.21,2741.96,Yes
3341-OOGCN,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.09,349.18,Yes
6477-TIAIL,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,85.72,763.94,Yes
7499-ZPEQQ,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.85,931.89,No
2977-OAMPB,Male,1,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.51,1043.4,Yes
9828-SWBUY,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.72,460.66,Yes
2067-LZHLX,Female,0,No,No,20,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,1185.86,No
2280-YZDIG,Female,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.93,788.34,Yes
2497-YJTNA,Male,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.82,1883.69,No
8637-QOGHU,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,89.93,3874.69,Yes
8834-UWGTP,Female,0,No,Yes,6,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),51.6,299.78,Yes
8661-GBQKR,Male,0,No,No,21,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.9,1942.14,Yes
5220-LCUNO,Male,0,Yes,No,29,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,65.64,1902.89,Yes
2586-JIJTW,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),98.7,197.45,Yes
1841-QLYAK,Male,1,No,No,17,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.67,858.66,Yes
6056-AUPGW,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.09,241.4,No
2071-AVIFO,Male,1,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.48,1087.92,No
1227-OJYPM,Female,0,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.63,1032.84,No
4570-ZTDTV,Female,0,No,Yes,14,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.46,1058.89,No
3204-PKOKW,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.43,686.02,Yes
1797-KCXXQ,Male,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),88.76,2373.09,Yes
3764-JELHX,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.78,153.76,Yes
7239-BCRQB,Male,0,No,Yes,17,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,56.27,944.1,No
7069-LQFQB,Male,0,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,47.34,789.83,Yes
9301-FIAEG,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.72,1316.41,No
2160-NIDTO,Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,65.6,915.08,Yes
9035-CXUWZ,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),80.88,4278.98,Yes
8234-RPCBB,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),83.14,2653.91,Yes
9697-WJOCH,Male,0,No,No,15,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,93.4,1388.97,No
4964-RKGSY,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.93,437.79,Yes
7878-YBFEN,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.45,2187.49,Yes
5433-DDXMW,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,55.73,163.03,Yes
5860-UYATE,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.53,952.4,No
9418-USMGJ,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,84.63,507.71,Yes
5386-WBGIU,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),60.0,111.83,No
2867-VJSMJ,Male,0,Yes,Yes,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),64.14,3145.58,No
7588-OUCHF,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.21,2109.8,No
1466-QJAMJ,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.84,232.15,Yes
4777-JUWAA,Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.29,1615.19,No
1179-ZOVYA,Male,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.37,904.76,No
1921-UIXGP,Male,1,No,No,65,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,61.92,4025.6,Yes
8465-RILXM,Female,1,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.44,1267.13,No
9906-OJJIY,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.31,2635.71,No
2144-CWPLQ,Female,0,Yes,No,46,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.08,2417.96,Yes
5568-OYCEM,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,85.44,4514.54,Yes
4813-ZZISG,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.94,2468.52,Yes
8261-EPDET,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.97,280.96,Yes
9434-WFDYA,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),94.34,180.77,Yes
9616-PWBKZ,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,90.03,285.46,Yes
9484-MTQYO,Male,0,Yes,Yes,38,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),56.53,2136.98,Yes
1637-LFTMR,Male,1,Yes,No,21,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.4,1369.03,Yes
6550-OHSWN,Male,0,No,No,3,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),68.47,204.72,Yes
4341-EOUOX,Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),66.72,2673.1,No
2488-YTAPM,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,83.18,1003.33,Yes
2417-WRQZI,Female,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,67.14,3288.77,Yes
3925-UMTTN,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),91.49,756.41,Yes
1272-CAUEY,Female,1,Yes,No,51,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,62.14,3172.0,No
7828-XEEWL,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,93.36,366.78,Yes
4745-WPQEL,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.38,485.09,No
9731-FMKZQ,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,93.76,6190.33,No
8887-QTXRM,Female,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,60.91,1596.41,Yes
4178-MXZML,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.36,1770.31,No
2069-MYINA,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),92.67,2874.3,Yes
6832-DLXNI,Female,1,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,93.11,3069.49,Yes
7562-FCAZV,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.72,3508.62,Yes
1383-UCNTB,Male,0,No,No,54,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),54.93,2968.01,No
8083-ZJMTD,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.07,331.99,Yes
8698-VAYKZ,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,84.41,1939.89,Yes
8599-SSLCW,Male,0,Yes,Yes,63,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.3,5010.12,Yes
8791-XNSFC,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.26,48.89,Yes
8934-FLTKG,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.25,1611.91,No
5505-APPQO,Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.75,70.54,Yes
9051-HUAGK,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.45,1065.93,No
8742-TZUMV,Male,0,No,No,57,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.87,3588.4,Yes
1721-ALCZA,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,89.68,714.9,Yes
6156-KTWMK,Female,0,Yes,No,5,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.41,241.16,Yes
9818-YOUMJ,Female,0,Yes,No,54,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.65,3664.98,Yes
8461-UZXTL,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.57,96.86,Yes
7522-RXZHN,Male,0,Yes,No,45,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),82.62,3715.2,Yes
5004-VBYVY,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.23,47.13,Yes
4690-ZCVZP,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.71,1741.68,Yes
9276-PIMJQ,Male,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.33,282.08,No
3424-UQJHG,Female,0,No,Yes,46,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,62.42,2840.4,Yes
3221-VRUSR,Female,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.42,2777.09,Yes
1397-JAIRM,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,100.63,308.19,Yes
5989-WYVPX,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.24,1360.24,No
1222-KWIGV,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),92.7,562.21,Yes
5000-IJPUR,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.85,2207.67,Yes
8102-NKXDS,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.51,5724.26,Yes
2844-SOTOY,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,82.09,1396.43,Yes
4146-WEXVJ,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),81.37,81.44,Yes
6265-GACAQ,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,82.08,507.92,Yes
7958-EVPLS,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.1,3398.56,Yes
6517-CSAUA,Male,1,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.75,604.71,No
1137-CMFKF,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),91.07,4289.68,Yes
3759-CEUNE,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.17,1864.3,No
5852-TTBYG,Male,1,Yes,Yes,20,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,65.05,1303.19,No
9965-GLRKV,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,87.94,2097.31,Yes
2692-SYDSM,Male,0,No,Yes,37,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,57.47,2122.15,No
2695-SBIHU,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.24,144.09,Yes
8965-IMRFW,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.12,1061.23,No
4486-CJJJI,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.98,1117.97,No
2405-LXHXI,Female,0,No,No,40,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),61.84,2480.52,Yes
7291-QFJAU,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.62,815.84,No
4390-YAITC,Female,0,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.09,924.89,No
9582-IEPBC,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.46,163.86,No
9290-TZWJV,Female,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,103.41,4961.68,Yes
5398-NWDJK,Female,0,No,No,5,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,78.57,381.62,Yes
2063-WWIHL,Male,1,Yes,No,56,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,58.08,3249.44,No
1976-WOSTF,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),89.08,269.18,Yes
7402-NZOMU,Female,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,57.86,1156.6,Yes
4770-UZIWQ,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.31,1868.95,No
1450-SIENG,Female,0,No,Yes,48,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.3,3693.14,Yes
1244-FXHBY,Female,0,Yes,No,41,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.46,2884.21,No
6915-NVGCT,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.96,912.66,No
2974-FUNLR,Male,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.52,1972.16,Yes
1203-GELIK,Female,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.07,2134.8,No
4811-NZLRG,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,72.41,3763.43,No
6974-AMPES,Female,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),96.38,4803.88,Yes
4736-IWILR,Male,1,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,84.56,4818.35,Yes
9793-XZJZQ,Female,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.09,119.84,Yes
9479-XKPHZ,Male,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.18,4622.09,Yes
3967-OKGBS,Female,1,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,88.0,793.03,Yes
5936-RMWAS,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.42,1390.32,Yes
5720-VTAET,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.01,544.92,No
8935-NZZRM,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.61,268.8,Yes
4819-OXDIC,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.8,244.97,No
4324-VKOPG,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),93.76,4504.34,Yes
9998-VIQMI,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.12,1508.45,Yes
9412-LUSWO,Male,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.3,727.27,Yes
6240-FCZCB,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,94.33,3866.14,Yes
9964-TLFPE,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.78,3574.58,Yes
3175-FDNCQ,Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.81,1622.03,No
2605-TDMHK,Male,0,Yes,No,6,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),57.95,335.61,Yes
